code,title,description
493,Warehousing and Storage,"Industries in the Warehousing and Storage subsector are primarily engaged in operating warehousing and storage facilities for general merchandise, refrigerated goods, and other warehouse products.  These establishments provide facilities to store goods.  They do not sell the goods they handle.  These establishments take responsibility for storing the goods and keeping them secure."
4931,Warehousing and Storage,
49311,General Warehousing and Storage,
493110,General Warehousing and Storage,"This industry comprises establishments primarily engaged in operating merchandise warehousing and storage facilities.  These establishments generally handle goods in containers, such as boxes, barrels, and/or drums, using equipment, such as forklifts, pallets, and racks.  They are not specialized in handling bulk products of any particular type, size, or quantity of goods or products."
49312,Refrigerated Warehousing and Storage,
493120,Refrigerated Warehousing and Storage,"This industry comprises establishments primarily engaged in operating refrigerated warehousing and storage facilities.  Establishments primarily engaged in the storage of furs for the trade are included in this industry.  The services provided by these establishments include blast freezing, tempering, and modified atmosphere storage services."
49313,Farm Product Warehousing and Storage,
493130,Farm Product Warehousing and Storage,This industry comprises establishments primarily engaged in operating bulk farm product warehousing and storage facilities (except refrigerated).  Grain elevators primarily engaged in storage are included in this industry.
49319,Other Warehousing and Storage,
493190,Other Warehousing and Storage,"This industry comprises establishments primarily engaged in operating warehousing and storage facilities (except general merchandise, refrigerated, and farm product warehousing and storage)."
